Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;1;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Angry;1;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Disgust;1;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Fear;1;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Neutral;1;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Sad;1;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Surprise;1;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;1;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;1;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Angry;1;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Disgust;1;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Neutral;1;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Sad;1;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Fear;1;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;1;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Sad;1;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Angry;1;6;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Disgust;1;6;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
