Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;3;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;7;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;7;2;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Happy;2;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;6;2;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Skip to the next one in queue;;Neutral;7;2;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Angry;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Visit the creator page;;Angry;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Disgust;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Visit the creator page;;Disgust;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Fear;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Visit the creator page;;Fear;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Happy;7;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Visit the creator page;;Happy;7;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Neutral;4;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Visit the creator page;;Neutral;4;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Sad;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Visit the creator page;;Sad;2;2;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Happy;2;2;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Neutral;5;2;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Surprise;2;2;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Neutral;2;2;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;3;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;3;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;7;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;7;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;6;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Surprise;6;3;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Save for later;;Happy;2;3;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Save for later;;Neutral;6;3;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;;Happy;6;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Visit the creator page;;Happy;6;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;;Neutral;7;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Visit the creator page;;Neutral;7;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;;Surprise;5;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Visit the creator page;;Surprise;5;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Happy;7;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Sad;3;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Surprise;7;3;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;4;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;3;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;3;3;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;6;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Happy;6;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;6;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Neutral;6;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;7;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Surprise;7;4;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Neutral;2;4;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Surprise;3;4;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Put my phone down and go offline;;Neutral;7;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Happy;3;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Neutral;7;4;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;3;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;5;4;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Happy;2;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;4;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Sad;6;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;7;4;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;7;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;7;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;7;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;7;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;6;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Surprise;6;5;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;7;5;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;;Happy;3;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Visit the creator page;;Happy;3;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;;Neutral;7;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Visit the creator page;;Neutral;7;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Share with friends/followers;;Surprise;4;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Visit the creator page;;Surprise;4;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Happy;3;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Comment;;Happy;3;5;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;6;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;6;5;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Happy;3;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;4;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
16;Female;more than 3 hours;Phone;"To participate in a challenge/trend;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;5;5;Morocco;During Commute Times;Clear audio quality;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;3;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Comment;;Happy;3;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;7;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Comment;;Neutral;7;6;Morocco;Vacations;Number of views it got;Through the platform's recommendations;Short entertaining videos
17;Male;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To connect/network with others who share similar interests;To Kill time";Put my phone down and go offline;;Neutral;7;6;Morocco;During Commute Times;Short video duration;Through the platform's recommendations;Short entertaining videos
50;Female;more than 3 hours;Phone;"To entertain friends/followers;To spread awareness";Skip to the next one in queue;;Neutral;7;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Fear;4;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Happy;7;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To participate in a challenge/trend;To Kill time";Like;;Surprise;7;6;Morocco;Free Moments;Short video duration;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Happy;6;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Save for later;;Happy;6;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;2;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To connect/network with others who share similar interests;To Kill time";Save for later;;Surprise;2;6;Morocco;During Breaks (work/study breaks);Attention-grabbing caption;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Neutral;6;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Surprise;3;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;3;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;2;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Happy;2;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Neutral;7;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Neutral;7;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Surprise;3;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Surprise;3;2;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Happy;5;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;5;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;3;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;3;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;6;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Surprise;6;2;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;4;2;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Happy;4;2;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;6;2;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Neutral;6;2;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Surprise;5;2;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Skip to the next one in queue;;Surprise;5;2;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Surprise;6;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;4;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Surprise;2;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Angry;4;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Neutral;4;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Sad;3;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Surprise;4;3;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Happy;4;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;4;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;5;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;5;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;7;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Surprise;7;3;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Happy;7;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Happy;7;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;2;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Neutral;2;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Sad;2;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
